Nome: FLORIANOPOLIS
Codigo Estacao: A806
Latitude: -27.6025
Longitude: -48.61999999
Altitude: 4.87
Situacao: Operante
Data Inicial: 2013-12-01
Data Final: 2024-11-30
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2023-12-18;0;30.4;27.5;26;75.7;12.5;.9;
2023-12-19;0;30.3;26.9;24;72.7;9.6;.6;
2023-12-20;0;29;26.4;23.9;67;7.2;.2;
2023-12-21;.6;30;26;22.5;72.8;8.9;.6;
2023-12-22;0;32.7;27.7;23.2;68.6;7.9;.3;
2023-12-23;13.4;31.1;26;21.3;69.3;12.3;.3;
2023-12-24;0;30;25.6;21;73;7.9;.7;
2023-12-25;0;34;28.6;24.1;64.7;9.3;.4;
2023-12-26;0;30.4;24.8;22.5;63.4;13;2.8;
2023-12-27;0;27.2;23.7;20.2;57.5;10.3;.6;
2023-12-28;0;30.3;25.3;21;64.7;10.3;.9;
2023-12-29;0;33.3;27.4;24.7;68.4;11.3;.6;
2023-12-30;0;27.8;24;19.3;64.4;12.1;2;
2023-12-31;0;27.4;22.7;20;67;10.5;.2;
2024-01-01;3.8;27;22.9;20.2;81;7.1;.1;
2024-01-02;6.2;26.5;23.7;21.5;80.3;7.5;.1;
2024-01-03;31.6;27.5;22.7;20.8;83.4;8.5;.3;
2024-01-04;.6;27.6;23.4;20.3;81;8.2;.5;
2024-01-05;20.8;27.3;22.6;20.9;87.3;8.2;0;
2024-01-06;69.4;28;24.2;21.3;80.9;7.2;.3;
2024-01-07;1.2;29.8;26.1;22.8;75;10.4;.5;
2024-01-08;0;30.9;27.5;25.3;75.6;11.5;.7;
2024-01-09;0;34.7;28;24.9;75.9;9.5;.8;
2024-01-10;9.8;33;27.6;23.4;74.7;10.1;.4;
2024-01-11;0;32.2;27.1;24.5;79.9;14.5;.9;
2024-01-12;16.4;27.2;24.7;23.9;76.9;10.7;2.3;
2024-01-13;0;25;23.1;21.3;74.6;6.3;.1;
2024-01-14;0;30.4;25.4;21.4;70;10.6;.8;
2024-01-15;1.2;31.6;27.3;23.4;75;9.3;.4;
2024-01-16;0;33.7;28.4;24.2;74.6;7.9;.2;
2024-01-17;10.2;30;26.6;23.3;80;10;.3;
2024-01-18;20.8;25.7;23.8;22.7;88.7;5.3;0;
2024-01-19;22;31;26.6;23.1;82.5;8.5;.3;
2024-01-20;.4;28.3;26;24.6;82.3;11.5;.8;
2024-01-21;14.4;26.5;24;23.1;83;10.6;1.2;
2024-01-22;7.6;24.5;22.6;21.4;80;9.9;.6;
2024-01-23;11.4;27.4;22.9;19.3;73.8;9.2;1.3;
2024-01-24;4.8;24.2;22.3;21.2;77.3;8.1;.3;
2024-01-25;7;25.9;22;19.1;75.2;11.7;.9;
2024-01-26;29;23.9;21.5;18.9;81.4;9.1;.3;
2024-01-27;2.4;25.9;22.4;19.4;81.5;8.6;.1;
2024-01-28;.6;28.6;23.3;19.8;78.8;8;.4;
2024-01-29;5;30.5;23.3;18.6;78.7;6.2;.1;
2024-01-30;5;29.2;24.3;19.9;78.2;8.4;.4;
2024-01-31;0;30.5;26;22.4;73.1;7.9;.7;
2024-02-01;0;29.9;25.8;21.9;73.3;6.9;.3;
2024-02-02;0;29.1;25.2;21;69;7.6;.4;
2024-02-03;0;30.7;25.7;21.1;68.1;9.1;.4;
2024-02-04;0;33.3;26.9;22.6;73.7;7;.2;
2024-02-05;0;31.9;27;23.4;79;6.9;.3;
2024-02-06;0;33;27.2;23.5;77;7.9;.4;
2024-02-07;12.6;32.8;27.8;24;75.4;6.5;0;
2024-02-08;0;32.5;28.4;24.3;70.8;10.1;.5;
2024-02-09;0;32.1;28.4;25.2;71.3;9.2;.5;
2024-02-10;0;31.6;28.8;26.9;70.5;10.6;.9;
2024-02-11;0;31.9;28.5;25.4;70.7;9.6;.6;
2024-02-12;0;34.5;29.1;24;71.1;10.7;.5;
2024-02-13;0;33;28.5;26.7;74.6;10.1;1.3;
2024-02-14;9.6;26.2;23;21.6;82.2;12;2.1;
2024-02-15;null;26.1;null;21.1;72.5;6.9;null;
2024-02-16;null;28.1;null;20.8;75.8;6.4;.2;
2024-02-17;null;28.6;null;21.3;80.2;5.7;0;
2024-02-18;7;28.8;26.1;23.7;79.3;7;.5;
2024-02-19;null;29.3;null;22;75.4;7.9;.5;
2024-02-20;0;29.8;25.6;21.8;72.7;9.2;.7;
2024-02-21;0;29.8;25.5;23.1;72.7;7.7;.4;
2024-02-22;0;30.6;25.7;21.5;74.8;6.8;.1;
2024-02-23;2.8;33.5;27.8;23.1;74.3;7.2;.1;
2024-02-24;null;32.5;null;24.2;76;8;.5;
2024-02-25;1.6;28.6;26.6;24.2;80.6;7.7;.5;
2024-02-26;null;null;null;24.4;72.2;7;null;
2024-02-27;null;null;null;null;80.3;null;null;
2024-02-28;null;30.5;null;24.3;80.3;7.8;null;
2024-02-29;3.8;29.9;26.3;23.9;83.8;7.7;.1;
2024-03-01;2.4;30.4;26.6;24.3;79.4;7;.2;
2024-03-02;0;30.2;26.8;22.9;71;9.7;.7;
2024-03-03;0;32.1;27.6;24;68;7.7;.3;
2024-03-04;.4;27.7;24.6;22.7;82.6;10.9;1.6;
2024-03-05;5.2;23.3;21.4;21.2;84.7;11.1;2;
2024-03-06;null;null;null;null;null;null;null;
2024-03-07;null;null;null;null;66.6;null;null;
2024-03-08;null;null;null;22.8;null;null;null;
2024-03-09;null;null;null;null;84.3;null;null;
2024-03-10;2.6;29.6;25.7;22.7;80.5;12.7;1.6;
2024-03-11;0;28.7;24.6;20.3;73.3;8.8;.4;
2024-03-12;0;28.8;25.3;20.8;70.4;8;.3;
2024-03-13;null;30.5;null;24.2;62.3;9.9;null;
2024-03-14;null;31.3;null;25;67.1;10;null;
2024-03-15;null;33;null;25.8;68.4;6.9;null;
2024-03-16;null;null;null;null;null;null;null;
2024-03-17;null;null;null;null;null;null;null;
2024-03-18;null;null;null;null;null;null;null;
2024-03-19;null;null;null;null;null;null;null;
2024-03-20;null;null;null;null;null;null;null;
2024-03-21;null;null;null;null;null;null;null;
2024-03-22;null;null;null;null;null;null;null;
2024-03-23;null;null;null;null;null;null;null;
2024-03-24;null;null;null;null;null;null;null;
2024-03-25;null;null;null;null;null;null;null;
2024-03-26;null;null;null;null;null;null;null;
2024-03-27;null;null;null;null;59.7;null;null;
2024-03-28;null;28;null;23;64.9;10.1;null;
2024-03-29;null;null;null;null;null;null;null;
2024-03-30;null;null;null;null;64.6;6.8;null;
2024-03-31;null;null;null;null;62.2;4.3;null;
2024-04-01;null;null;null;null;null;null;null;
2024-04-02;null;null;null;null;null;null;null;
2024-04-03;null;null;null;null;null;null;null;
2024-04-04;null;null;null;null;68;8.2;null;
2024-04-05;null;null;null;25.7;null;null;null;
2024-04-06;null;null;null;null;60.3;6;null;
2024-04-07;null;null;null;null;null;null;null;
2024-04-08;null;null;null;null;null;null;null;
2024-04-09;null;null;null;null;71.7;8.1;null;
2024-04-10;null;null;null;null;75.6;6.3;null;
2024-04-11;null;null;null;null;null;null;null;
2024-04-12;null;null;null;null;null;null;null;
2024-04-13;null;null;null;null;null;null;null;
2024-04-14;null;null;null;null;null;null;null;
2024-04-15;null;null;null;null;null;null;null;
2024-04-16;null;null;null;null;null;null;null;
2024-04-17;null;null;null;null;null;null;null;
2024-04-18;null;null;null;null;42.7;null;null;
2024-04-19;null;null;null;null;null;null;null;
2024-04-20;null;null;null;null;null;null;null;
2024-04-21;null;null;null;null;null;null;null;
2024-04-22;null;null;null;null;null;null;null;
2024-04-23;null;null;null;null;null;null;null;
2024-04-24;null;null;null;null;null;null;null;
2024-04-25;null;null;null;null;null;null;null;
2024-04-26;null;null;null;null;null;null;null;
2024-04-27;null;null;null;null;null;null;null;
2024-04-28;null;null;null;null;null;null;null;
2024-04-29;null;null;null;null;null;null;null;
2024-04-30;null;null;null;null;null;null;null;
2024-05-01;null;null;null;null;null;null;null;
2024-05-02;null;null;null;null;null;null;null;
2024-05-03;null;null;null;null;null;null;null;
2024-05-04;null;null;null;null;null;null;null;
2024-05-05;null;null;null;null;null;null;null;
2024-05-06;null;null;null;null;null;null;null;
2024-05-07;null;null;null;null;null;null;null;
2024-05-08;null;null;null;null;null;null;null;
2024-05-09;null;null;null;null;null;null;null;
2024-05-10;null;null;null;null;null;null;null;
2024-05-11;null;null;null;null;null;null;null;
2024-05-12;null;null;null;null;null;null;null;
2024-05-13;null;null;null;null;null;null;null;
2024-05-14;null;null;null;null;null;null;null;
2024-05-15;null;null;null;null;null;null;null;
2024-05-16;null;null;null;null;null;null;null;
2024-05-17;null;null;null;null;null;null;null;
2024-05-18;null;null;null;null;null;null;null;
2024-05-19;null;null;null;null;null;null;null;
2024-05-20;null;null;null;null;null;null;null;
2024-05-21;null;null;null;null;null;null;null;
2024-05-22;null;null;null;null;null;null;null;
2024-05-23;null;null;null;null;null;null;null;
2024-05-24;null;null;null;null;null;null;null;
2024-05-25;null;null;null;null;null;null;null;
2024-05-26;null;null;null;null;null;null;null;
2024-05-27;null;null;null;null;null;null;null;
2024-05-28;null;null;null;null;null;null;null;
2024-05-29;null;null;null;null;null;null;null;
2024-05-30;null;null;null;null;null;null;null;
2024-05-31;null;null;null;null;null;null;null;
2024-06-01;null;null;null;null;null;null;null;
2024-06-02;null;null;null;null;null;null;null;
2024-06-03;null;null;null;null;null;null;null;
2024-06-04;null;null;null;null;null;null;null;
2024-06-05;null;null;null;null;null;null;null;
2024-06-06;null;null;null;null;null;null;null;
2024-06-07;null;null;null;null;null;null;null;
2024-06-08;null;null;null;null;null;null;null;
2024-06-09;null;null;null;null;null;null;null;
2024-06-10;null;null;null;null;null;null;null;
2024-06-11;null;null;null;null;null;null;null;
2024-06-12;null;null;null;null;null;null;null;
2024-06-13;null;null;null;null;null;null;null;
2024-06-14;null;null;null;null;null;null;null;
2024-06-15;null;null;null;null;null;null;null;
2024-06-16;null;null;null;null;null;null;null;
2024-06-17;null;null;null;null;null;null;null;
2024-06-18;null;null;null;null;null;null;null;
2024-06-19;null;null;null;null;75.4;null;null;
2024-06-20;.6;22.8;20.5;19.2;83.6;6.7;.1;
2024-06-21;.8;23.4;20.4;18.3;85.4;5.9;0;
2024-06-22;0;23.8;20.7;18.3;82;7.5;.3;
2024-06-23;0;30.6;22.7;17.2;74;7.7;.1;
2024-06-24;11.4;23.5;19.3;19.1;86.9;11.9;2;
2024-06-25;47;17.3;15.9;15.4;71;10.8;.7;
2024-06-26;26;21.4;16.2;13.2;84.9;10;.6;
2024-06-27;.2;19.8;15.7;11.4;69.9;9.9;.4;
2024-06-28;0;24.6;17.8;12.6;73.1;8.2;.7;
2024-06-29;0;18.6;15.8;15.1;69.5;8.6;.9;
2024-06-30;0;15.8;11.1;7.4;68.1;6.8;.1;
2024-07-01;0;19.7;12.3;6.4;73.7;5.1;0;
2024-07-02;.2;20.6;13.8;7.7;80.5;7.2;.1;
2024-07-03;0;24.5;17.3;12.5;79;12.7;.4;
2024-07-04;0;21.2;17.3;14.6;74.5;7.8;.1;
2024-07-05;0;18.5;17.3;16.2;82.3;12.5;1.6;
2024-07-06;1.6;16.4;12.5;11.8;81.3;11;1.1;
2024-07-07;65.2;14.2;12.6;10.9;92.8;7.4;.1;
2024-07-08;31.6;15.7;14.1;12.3;83.5;10.8;1.8;
2024-07-09;0;13.8;12.7;11.9;83.1;10.9;2;
2024-07-10;27.2;16.7;13.5;11.8;92;6.8;.1;
2024-07-11;4.6;14.6;13.3;12.8;87;7.2;.3;
2024-07-12;33.8;15.7;null;12.2;83.8;8.4;.3;
2024-07-13;null;16.5;15.3;12.9;85;8.6;1.5;
2024-07-14;25.8;15.9;15.1;14.3;93;8.3;1.5;
2024-07-15;10.8;17.4;15.9;14.8;85.9;10.1;2.6;
2024-07-16;2.6;19.1;16.6;15;89.7;6.3;.6;
2024-07-17;3.6;21.7;18.4;16;87.2;7.4;1;
2024-07-18;0;19.8;16.9;15.5;80.5;8.8;1.6;
2024-07-19;0;22;16.3;11;80.8;5.4;1.2;
2024-07-20;.2;18.5;15.2;11.4;89.7;5.5;1.1;
2024-07-21;0;22.9;17.4;12.1;77.6;10.3;1.9;
2024-07-22;0;23.6;16.8;11.8;78.1;5.6;.7;
2024-07-23;.2;23.8;17.5;12.8;81.7;5.7;1.1;
2024-07-24;0;20.1;16.8;14.6;88.2;8.3;1.8;
2024-07-25;0;21.1;16.7;14.1;84.9;8;2.3;
2024-07-26;0;24.4;18.1;14.4;84.1;5.6;.8;
2024-07-27;0;24.3;19.1;16.2;83.8;7.4;1.6;
2024-07-28;0;22.9;19;16.4;85.4;7.6;1.4;
2024-07-29;10.8;19;17.7;17.6;82.5;15;2;
2024-07-30;0;19.4;17;15.6;64.8;12.2;2.2;
2024-07-31;.2;20.7;17.2;14.2;77.1;8.1;1.4;
2024-08-01;.4;22.2;19.4;17;79.9;7.1;1.7;
2024-08-02;.2;22.3;19.6;18.3;84.3;7.3;1.7;
2024-08-03;0;22.5;19.6;18.6;82;8.1;1.8;
2024-08-04;0;22.7;19;17.3;88.3;8.3;1.9;
2024-08-05;.2;22.2;19.6;17.4;87.1;5.6;1;
2024-08-06;0;20.8;18.4;17.1;90.9;6.1;1.4;
2024-08-07;0;24.3;20.1;17.8;80.4;5.9;1.5;
2024-08-08;.4;20.3;18.6;17.8;86.5;8.1;1.7;
2024-08-09;2.2;18.3;16.1;15.2;76.2;12;3.8;
2024-08-10;0;18.8;14;8.7;62;9.5;1.5;
2024-08-11;0;20.8;14.2;8.8;69.7;7.4;1.5;
2024-08-12;0;18.7;13.7;9;62.7;8.6;1.8;
2024-08-13;0;17.6;11.5;5.5;60.8;6.5;1.2;
2024-08-14;0;19.4;12.7;5.7;69.3;9.4;1.5;
2024-08-15;0;20.4;14.8;9;80.3;8.9;1.6;
2024-08-16;0;22.8;17.8;14.4;78.8;10.1;3.2;
2024-08-17;0;20.7;18.1;15.9;88.3;6.6;1.6;
2024-08-18;0;20.9;17.4;15;89.8;6.3;.8;
2024-08-19;0;22.7;19;16.7;86.8;8.5;2.7;
2024-08-20;0;22.2;20.1;17.3;81.5;9.3;2.3;
2024-08-21;.8;22.2;20.2;18.8;86.4;8.7;1.4;
2024-08-22;0;22.9;19.9;18;82.5;8.8;2.3;
2024-08-23;0;20.5;17.8;16.5;82.8;14.2;2.5;
2024-08-24;6.8;16.1;13.9;14.2;78.7;10.8;3;
2024-08-25;7.4;16.8;12.5;7.5;66.4;7.3;1.3;
2024-08-26;0;18.5;12.5;6.1;63.9;5.9;1.3;
2024-08-27;0;19.1;13.3;7.9;74.7;7.4;1.3;
2024-08-28;0;19.3;15.3;12.4;73.7;5;1;
2024-08-29;0;24;18.3;12.7;71.5;10.1;1.9;
2024-08-30;0;23.8;18.5;14.3;79;9.5;1.7;
2024-08-31;0;23.7;19.3;15.8;78.8;9.5;1.1;
2024-09-01;0;23.1;19.9;18.4;75.9;11.3;2.7;
2024-09-02;0;20.7;17.7;15.1;75.5;8.3;1.8;
2024-09-03;0;23.8;19.5;16.8;73.6;10.2;1.9;
2024-09-04;0;23.5;19.6;16.4;79.8;7.7;1.5;
2024-09-05;8.4;21;17;16;80.1;11.2;3.4;
2024-09-06;2.6;20.3;15.3;9.1;72.7;9.2;1.4;
2024-09-07;0;23.8;20.1;13.8;75.7;7.6;1.9;
2024-09-08;0;23.4;19.7;17.9;86.3;10.8;2.6;
2024-09-09;.2;22.7;19.2;17.9;88.7;7.4;1.2;
2024-09-10;0;24.4;21.3;18.2;82.5;9.6;1.9;
2024-09-11;0;27;21.8;18.8;82.1;9.7;2.5;
2024-09-12;0;24.8;21.2;17.6;82.7;12.8;2.4;
2024-09-13;.4;24.1;21;19.4;83.8;10.7;1.2;
2024-09-14;14.4;23.8;20.9;19.6;83.3;13.4;2.6;
2024-09-15;.8;19.2;17.2;16.5;75;14.9;1.9;
2024-09-16;27.6;21.2;17.4;14.4;84.4;7.1;1.8;
2024-09-17;0;23.2;18.3;13.2;76.1;7.5;1.3;
2024-09-18;.2;22.1;19.1;16.2;75;9.6;1.5;
2024-09-19;0;22.3;20.4;18.2;80.2;9.1;1.6;
2024-09-20;8;20.8;19.9;20;90.3;7;1.5;
2024-09-21;19.2;25;19.8;16.1;84.3;7.2;1.2;
2024-09-22;0;25.1;21.5;19;80;8.3;2;
2024-09-23;0;24.2;21.6;20.2;83.3;9.1;2.5;
2024-09-24;0;25.9;22.1;18.8;79.5;7.7;1.6;
2024-09-25;0;25;22.5;21;76.9;9.4;1.8;
2024-09-26;0;25.1;22.6;21.4;81.2;8.5;1.4;
2024-09-27;1;25.3;21.5;19.4;73.4;14.3;3.5;
2024-09-28;.8;24.5;19.3;13.8;67.6;10;1.5;
2024-09-29;.8;25;20.2;15.7;71.6;12.3;2.3;
2024-09-30;.8;25.8;22.1;19.5;74.6;11.5;2.6;
2024-10-01;.2;28.8;23.9;20.5;72.7;10.3;2.5;
2024-10-02;.2;25.6;21.2;20.3;85.9;9.5;1.7;
2024-10-03;3.8;20;18.5;17.3;65.5;12.9;3.9;
2024-10-04;1.4;21.9;18.2;15.2;66.4;9.1;1.5;
2024-10-05;1.4;23.9;19.6;14.1;69.1;9.9;1.6;
2024-10-06;1.2;25.8;20.6;15.1;70.4;7.2;1.7;
2024-10-07;.8;25.2;21.4;17.9;71.3;7.3;1.5;
2024-10-08;.6;24.4;20.9;18.2;79.8;7.2;1.4;
2024-10-09;.4;20.6;19.4;18.9;89.9;10;1.7;
2024-10-10;.2;20.7;18.8;16.4;91.8;8;1.1;
2024-10-11;.6;22.2;21.2;18.7;90.9;9.2;2;
2024-10-12;4;23.8;21.4;18.8;79.5;13.4;2.9;
2024-10-13;0;25.4;20.8;15.8;69.1;10.5;1.8;
2024-10-14;0;24.4;21;17.8;71.7;8.9;1.4;
2024-10-15;.8;22.1;20.7;20;82.6;11.7;1.7;
2024-10-16;6.6;25.2;21.3;17.2;79.9;9.2;2.1;
2024-10-17;0;27;22.2;19.4;72.4;8.3;2.2;
2024-10-18;0;25.8;21.8;19.8;75.8;8;1.7;
2024-10-19;1.8;23.1;20.9;19.2;76.8;7.2;1.5;
2024-10-20;0;25.8;21.6;18.9;74.3;5.9;1.2;
2024-10-21;6.8;26.2;22.4;19.4;82.4;10.1;1.6;
2024-10-22;.8;28.8;25;21.7;77.1;8.9;1.9;
2024-10-23;0;28.5;24.8;22;78.6;6.4;1.4;
2024-10-24;0;29.3;25.1;22.6;78.7;12.4;2.2;
2024-10-25;7.2;30.3;24.9;22.1;65.3;9.4;2.4;
2024-10-26;0;23.9;21.5;20.3;70.3;15;3.8;
2024-10-27;0;23;20.2;18.2;60.9;11.3;1.6;
2024-10-28;0;25.3;21.7;17.6;68.9;9.6;1.9;
2024-10-29;0;26.5;23.4;20.8;74.4;10;2.2;
2024-10-30;14.4;25.2;22.8;21.5;82.9;9.9;1.5;
2024-10-31;18.6;26.8;23.2;19.9;69.5;10.9;1.9;
2024-11-01;.4;26.3;23.5;20.4;74.5;10.2;1.9;
2024-11-02;16;26.4;24.1;22.5;81.1;10.4;1.9;
2024-11-03;6.4;24.8;23.9;23.3;86.6;6.5;1.3;
2024-11-04;38.4;26.3;23.9;22;84.2;9.7;1.9;
2024-11-05;44.2;26.9;24.6;23;84.8;9.8;1.9;
2024-11-06;.6;25.9;24.3;22.8;85.2;5.8;1;
2024-11-07;37;25.8;23.6;22.8;88.2;6.5;1;
2024-11-08;12.4;27;23.3;21.6;75.4;13;3;
2024-11-09;0;24.2;20.5;15.1;67;10.3;2.4;
2024-11-10;0;25.9;22;16.6;62.9;9.9;1.8;
2024-11-11;0;30.4;24.6;21.5;66.6;11.6;2.8;
2024-11-12;1.2;24.1;21.4;20;71.3;13.1;3.3;
2024-11-13;0;24.1;19.6;14.1;57.8;9.9;2;
2024-11-14;0;26.6;21.8;15.8;58.1;9;1.7;
2024-11-15;0;27;22.9;18.5;65.1;7.5;1.7;
2024-11-16;17.2;26.8;23;20.9;85.9;7.7;1.1;
2024-11-17;2.2;27.4;24.1;20.1;79;10.9;2;
2024-11-18;0;28.5;24.9;21.2;76;8.8;1.8;
2024-11-19;.4;27.3;24.3;23.5;79.5;10.4;2.8;
2024-11-20;33.2;22.7;20.9;21.3;90.1;18;2.7;
2024-11-21;13.2;20.9;19.9;18.5;87.3;11.5;2.2;
2024-11-22;14.2;21.4;20.2;19.3;88.3;6.7;.9;
2024-11-23;32;21.5;19.8;18.7;88.2;6.6;1;
2024-11-24;9.2;25;21.4;18.7;78.2;8.3;1.4;
2024-11-25;8.2;25.9;22.1;18.5;79;11.6;2.2;
2024-11-26;.4;28;24.4;22.1;72.7;9.1;2.2;
2024-11-27;0;30.1;25.5;22.6;75.2;13.8;1.8;
2024-11-28;11.8;30.1;25.4;22.7;78.7;10.4;2.3;
2024-11-29;0;26.1;24.3;23.1;81.2;9.4;2;
2024-11-30;0;26.2;23.7;22.5;83.5;8.1;1.8;

